course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"While you may not become a politician (though many of our students over the years have, as MPs, MSPs and MEPs), your degree will open up a range of opportunities in both the private and public sectors.,In other words, the skills - personal, verbal and written - that you will acquire in your politics programme can be easily transferred to many walks of life. Over the years we have produced leading journalists, civil servants and diplomats.",
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"While you may not become a politician (though many of our students over the years have, as MPs, MSPs and MEPs), your degree will open up a range of opportunities in both the private and public sectors.,In other words, the skills - personal, verbal and written - that you will acquire in your politics programme can be easily transferred to many walks of life. Over the years we have produced leading journalists, civil servants and diplomats.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Politics and Public Policy (PO11001)
          ,
            Global Challenges (PO12004)
          ,
            Comparative Politics (PO22002)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            European Union Politics & Simulation (PO32007)
          ,
            The Collapse of the Soviet Union: 1985-91 (PO31011)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"While you may not become a politician (though many of our students over the years have, as MPs, MSPs and MEPs), your degree will open up a range of opportunities in both the private and public sectors.,In other words, the skills - personal, verbal and written - that you will acquire in your politics programme can be easily transferred to many walks of life. Over the years we have produced leading journalists, civil servants and diplomats.",
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A philosophy degree provides you with wide-ranging skills which are an advantage in any professional career. You will be able to identify and explain the underlying issues in all kinds of debates.,You will also learn to identify arguments from varied sources and traditions and offer clear responses to these arguments. You can summarise points of view which are not your own and will learn the self-discipline required for independent research.,Our philosophy graduates have gone on to postgraduate study and worked in a wide variety of careers including:,Studying a language is one of the best ways to make yourself even more employable. Our language graduates have gone on to work all over the world in a range of areas such as:",
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Introduction to Literary Study (EN11001)
          ,
            Reading the Screen: An Introduction to Film Studies (EN11003)
          ,
            The Victorian Short Story (EN11004)
          ,
            Early Modern Literature, 1564-1740 (EN11006)
          ,
            Classic American Gothic (EN11014)
          ,
            Contemporary American Horror (EN11015)
          ,
            Stephen King's Fiction (EN11016)
          ,
            Classic Hollywood Cinema (EN12007)
          ,
            Europe: Space, Time and Peoples (EU11001)
          ,
            Human Futures (HU11001)
          ,
            The Globalizing World (HU12001)
          ,
            Making Memory (HU12003)
          ,
            Age of Revolution c.1688 to 1871 (HY11004)
          ,
            The Rise of Atlantic Empires, 1500-1750 (HY11005)
          ,
            Applied French 1A (Intensive) (PF11001)
          ,
            Applied French 1A (PF11003)
          ,
            Applied French 1B (Intensive) (PF12002)
          ,
            Applied French 1B (PF12004)
          ,
            Applied German 1A (Intensive) (PG11001)
          ,
            Applied German 1A (PG11003)
          ,
            Applied German 1B (Intensive) (PG12002)
          ,
            Applied German 1B (PG12004)
          ,
            Plato and the Good Life (PI11006)
          ,
            Descartes, Thought and Reality (PI11007)
          ,
            Introduction to Scientific Methods and Creativity (PI11008)
          ,
            Applied Spanish 1A (Intensive) (PS11001)
          ,
            Applied Spanish 1A (PS11003)
          ,
            Applied Spanish 1B (Intensive) (PS12002)
          ,
            Applied Spanish 1B (PS12004)
          ,
            Modernist to Contemporary Literature, 1901 to the Present day (EN21004)
          ,
            Romantic to Victorian Literature 1789-1901 (EN22002)
          ,
            Film Noir: Dark Side of the Street (EN22004)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Contemporary America in Context (HU22001)
          ,
            Imperialism and Decolonisation 1850-2000 (HY21004)
          ,
            Scotland and the Wider World (HY22006)
          ,
            Applied French 2A (Intensive) (PF21001)
          ,
            Applied French 2A (PF21003)
          ,
            Applied French 2B (Intensive) (PF22002)
          ,
            Applied French 2B (PF22004)
          ,
            Applied German 2A (Intensive) (PG21001)
          ,
            Applied German 2A (PG21003)
          ,
            Applied German 2B (Intensive) (PG22002)
          ,
            Applied German 2B (PG22004)
          ,
            Thinking about life: Existentialism, Life World and Dasein (PI21004)
          ,
            Applied Spanish 2A (Intensive) (PS21001)
          ,
            Applied Spanish 2A (PS21003)
          ,
            Applied Spanish 2B (Intensive) (PS22002)
          ,
            Applied Spanish 2B (PS22004)
          ",,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A philosophy degree provides you with wide-ranging skills which are an advantage in any professional career. You will be able to identify and explain the underlying issues in all kinds of debates.,You will also learn to identify arguments from varied sources and traditions and offer clear responses to these arguments. You can summarise points of view which are not your own and will learn the self-discipline required for independent research.,Our philosophy graduates have gone on to postgraduate study and worked in a wide variety of careers including:,Studying a language is one of the best ways to make yourself even more employable. Our language graduates have gone on to work all over the world in a range of areas such as:",
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A philosophy degree provides you with wide-ranging skills which are an advantage in any professional career. You will be able to identify and explain the underlying issues in all kinds of debates.,You will also learn to identify arguments from varied sources and traditions and offer clear responses to these arguments. You can summarise points of view which are not your own and will learn the self-discipline required for independent research.,Our graduates have gone on to postgraduate study and worked in a wide variety of careers including:",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Introduction to Literary Study (EN11001)
          ,
            Reading the Screen: An Introduction to Film Studies (EN11003)
          ,
            The Victorian Short Story (EN11004)
          ,
            Early Modern Literature, 1564-1740 (EN11006)
          ,
            Classic American Gothic (EN11014)
          ,
            Contemporary American Horror (EN11015)
          ,
            Stephen King's Fiction (EN11016)
          ,
            Classic Hollywood Cinema (EN12007)
          ,
            Europe: Space, Time and Peoples (EU11001)
          ,
            Human Futures (HU11001)
          ,
            The Globalizing World (HU12001)
          ,
            Making Memory (HU12003)
          ,
            Age of Revolution c.1688 to 1871 (HY11004)
          ,
            The Rise of Atlantic Empires, 1500-1750 (HY11005)
          ,
            Applied French 1A (Intensive) (PF11001)
          ,
            Applied French 1A (PF11003)
          ,
            Applied French 1B (Intensive) (PF12002)
          ,
            Applied French 1B (PF12004)
          ,
            Applied German 1A (Intensive) (PG11001)
          ,
            Applied German 1A (PG11003)
          ,
            Applied German 1B (Intensive) (PG12002)
          ,
            Applied German 1B (PG12004)
          ,
            Introduction to Aesthetics (PI11005)
          ,
            Plato and the Good Life (PI11006)
          ,
            Descartes, Thought and Reality (PI11007)
          ,
            Introduction to Scientific Methods and Creativity (PI11008)
          ,
            Applied Spanish 1A (Intensive) (PS11001)
          ,
            Applied Spanish 1A (PS11003)
          ,
            Applied Spanish 1B (Intensive) (PS12002)
          ,
            Applied Spanish 1B (PS12004)
          ,
            Modernist to Contemporary Literature, 1901 to the Present day (EN21004)
          ,
            Romantic to Victorian Literature 1789-1901 (EN22002)
          ,
            Film Noir: Dark Side of the Street (EN22004)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Gender, Sexuality, Culture (HU21001)
          ,
            Contemporary America in Context (HU22001)
          ,
            Imperialism and Decolonisation 1850-2000 (HY21004)
          ,
            Scotland and the Wider World (HY22006)
          ,
            Applied French 2A (Intensive) (PF21001)
          ,
            Applied French 2A (PF21003)
          ,
            Applied French 2B (Intensive) (PF22002)
          ,
            Applied French 2B (PF22004)
          ,
            Applied German 2A (Intensive) (PG21001)
          ,
            Applied German 2A (PG21003)
          ,
            Applied German 2B (Intensive) (PG22002)
          ,
            Applied German 2B (PG22004)
          ,
            Thinking about life: Existentialism, Life World and Dasein (PI21004)
          ,
            Aesthetics (PI22006)
          ,
            Applied Spanish 2A (Intensive) (PS21001)
          ,
            Applied Spanish 2A (PS21003)
          ,
            Applied Spanish 2B (Intensive) (PS22002)
          ,
            Applied Spanish 2B (PS22004)
          ,
            Art + Philosophy Now (PI31020)
          ,
            Fear, Anxiety, and Courage in Philosophy and Film (PI31022)
          ,
            Dissertation (PI40007)
          ,
            Wittgenstein (PI41014)
          ,
            Fundamental texts in the European tradition - Phenomenology (PI42014)
          ",,
